Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Value,CLTV,Is_New_Customer,Is_Long_Term_Customer,Charges_Per_Tenure,Estimated_Total_Charges,High_Monthly_Charges,TotalCharges_to_MonthlyRatio,Contract_Risk_Level,Is_Month_To_Month,Is_Electronic_Check,Has_Internet_Service,Is_Fiber_Optic,Total_Services_Count,Protection_Support_Count,Streaming_Services_Count,No_Online_Security,No_Tech_Support,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Tenure_Group_13_24_months,Tenure_Group_25_48_months,Tenure_Group_49_72_months
-0.8974046366520071,0.7513913469539585,-0.62591876415828,-0.0020504069191315333,-0.5248385954261489,1,-1.1651116021087713,0,0,-0.24951230139901656,-0.520929822105361,0,-0.6325629052481654,0.828206896039032,1,0,1,0,-0.176010571085054,-0.9835761307881314,1.4401470035219222,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
-0.8843631498647232,0.7133797440721475,-1.1145631287986442,0.16412929309748078,-0.8675151742344638,1,-1.6452577447382462,1,0,0.6702757418890911,-0.8527369395427102,0,-1.1348968739363512,0.828206896039032,1,1,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.8735439773854021,0.7374735175955976,0.06632741908223598,1.3822264942192488,0.559501882595035,1,-1.2335831470964254,0,0,-0.3132459327325139,0.5900985349246769,1,0.03778666611109716,0.828206896039032,1,1,1,1,1.278968832849259,0.5706815961898379,1.4401470035219222,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
-0.8823778498369914,0.7443571218531917,-0.8702409464784621,1.099721004191008,-0.5194083945509333,1,1.0766975004499737,1,0,0.27328273774829254,-0.5313291535076097,1,-0.8602930719668599,0.828206896039032,1,0,1,1,0.7939756982044881,-0.20644726729914673,1.4401470035219222,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
-0.9344130726150708,0.662007840676109,-1.2367242199587352,0.5280628361338618,-0.9437808003477547,1,1.002308661451041,1,0,2.420675702384742,-0.9354016885236415,1,-1.2471456149275582,0.828206896039032,1,1,1,1,-0.661003705729825,-0.9835761307881314,0.26714418800152223,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.9615617959686273,0.7066175633865951,-0.7073594915983407,1.141265929195161,-0.3776933961001872,1,-1.2124499541990013,0,0,0.04851112710058406,-0.3502129847334164,1,-0.7343194077397646,0.828206896039032,1,0,1,1,0.7939756982044881,0.5706815961898379,1.4401470035219222,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
-0.9114748142844269,0.7478408660937005,-0.9924020376385531,0.5280628361338618,-0.7278309826150992,1,0.7622355901363036,1,0,0.36580296855687827,-0.7217186114303047,1,-1.0004144109999338,0.828206896039032,1,0,1,1,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.8851825188197576,0.7272275926695297,-0.5851984004382496,1.0199547481830342,-0.2337047769577859,1,-1.032395150712948,0,0,-0.08564278851112218,-0.24794185298136673,1,-0.5729243619153529,0.828206896039032,1,1,1,1,0.30898256355971704,-0.9835761307881314,1.4401470035219222,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
-0.9034619397519962,0.6561873878469779,-0.9516816739185228,0.9850570111795457,-0.6289615935090412,1,0.9896287457125866,1,0,0.4207099833293401,-0.6314585970515528,1,-0.9504347714119398,0.828206896039032,1,1,1,1,0.30898256355971704,-0.9835761307881314,1.4401470035219222,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.9384508674407018,0.7330549972298865,-1.2774445836787656,0.48485611412954227,-0.9723886878854755,1,-1.6207432409772342,1,0,3.8873044902454534,-0.9715895954626764,1,-1.2791755269247909,0.828206896039032,1,1,1,1,-0.661003705729825,-0.9835761307881314,0.26714418800152223,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.9606279922837919,0.7406889250108752,-1.0331224013585834,0.34526516611558833,-0.7880488199630175,1,-0.7973940456935925,1,0,0.41540718868919224,-0.7743334877181143,1,-1.0508720646880458,0.828206896039032,1,0,1,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.9386797369003067,0.6272338907494942,-0.8295205827584317,0.47156173812821356,-0.5980138633177725,1,1.1882807589483728,1,0,0.03467535314344165,-0.5882715647313868,1,-0.8420210633337445,0.828206896039032,1,1,1,1,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.9472411651019389,0.6674802434953153,-1.1145631287986442,-1.4527991880641573,-0.957157636650115,1,-1.5184585873537018,1,0,-0.25938537250079335,-0.9601525388461907,0,-1.0998334276235429,0.828206896039032,1,0,0,0,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
-0.9554487008473482,0.6795275937057841,-0.30015585439803716,1.1213243651931677,0.10268071547070626,1,0.7918220601926973,0,0,-0.2272672677503483,0.08077416807314845,1,-0.281367272771986,0.828206896039032,1,1,1,1,0.7939756982044881,0.5706815961898379,1.4401470035219222,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
-0.9166638795056238,0.6060630884811902,1.4508197855632678,1.503537675231376,2.3530574985015806,1,0.5356877622759176,0,1,-0.47885003434098994,2.296427896768783,1,1.4951798091354738,-1.5707489619921844,0,0,1,1,1.7639619674940301,1.3478104596788227,1.4401470035219222,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
-0.9835621782041213,0.6803826566462864,0.9214550572028734,1.0631614701873533,1.3054481353436427,1,0.6371270881835531,0,1,-0.4635463784982489,1.343155851562664,1,0.8829462953637769,0.828206896039032,1,1,1,1,0.7939756982044881,0.5706815961898379,0.26714418800152223,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
-0.9408580691768873,0.824332618541788,0.18848851024232702,0.39013368512007346,0.2588100276268009,1,-1.3586916490491758,0,0,-0.43081474118987845,0.2432775207707057,1,0.20534403395206413,0.828206896039032,1,1,1,1,-0.661003705729825,-0.9835761307881314,-0.9058586275188776,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-0.9390014573150576,0.803159035580995,-0.9109613101984924,1.1794872601989819,-0.5373986941984968,1,1.3505836804005897,1,0,0.38329075432072907,-0.5639402203465079,1,-0.8878310460604948,0.828206896039032,1,1,1,1,0.7939756982044881,-0.20644726729914673,1.4401470035219222,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
-0.9536861616637553,0.8562586759104728,-1.1960038562387048,0.32033821111309646,-0.9060784300434129,1,0.012429906135697747,1,0,1.4709499596267306,-0.9080675647954384,1,-1.1943424468346662,0.828206896039032,1,1,1,1,-0.661003705729825,-0.9835761307881314,-0.9058586275188776,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.9337700390266023,0.79230321210225,-0.21871512695797646,0.44164939212522314,-0.06464010824528367,1,0.20093798678072042,0,0,-0.34203253220760216,-0.07605481483592075,1,-0.20681017378999253,0.828206896039032,1,1,1,1,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.1774398594351674,0.6384354469944284,-0.30015585439803716,-0.2047896409393986,-0.3440305654713106,1,-0.17776882994111887,0,0,-0.40321862420930815,-0.3597070664806922,0,-0.276706404649354,0.828206896039032,1,0,1,0,0.7939756982044881,1.3478104596788227,1.4401470035219222,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
-1.0116581441965509,0.6945442600462245,-1.2774445836787656,-0.9742016520163136,-0.9917696487327894,1,-1.7745928852704813,1,0,1.3706268177860956,-0.990975185635021,0,-1.2791755275596652,0.828206896039032,1,1,1,0,-1.145996840374596,-0.9835761307881314,0.26714418800152223,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
-0.994448952694643,0.7649115372863332,-1.2367242199587352,-0.6784017859867437,-0.9715498763681658,1,-1.5471997296941984,1,0,1.0333499695028177,-0.9674607738656054,0,-1.245328609322787,0.828206896039032,1,1,1,0,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.0129922658151849,0.8032906550254983,-1.2774445836787656,0.18905624809997262,-0.9763178576244527,1,-0.3688128937338324,1,0,3.377089654598796,-0.9755197037208511,1,-1.279175526989557,0.828206896039032,1,0,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-1.036857811974165,0.7019010454757679,-0.9924020376385531,0.21232140610229844,-0.7585800469206894,1,-1.4694295798316779,1,0,0.24477822601896929,-0.7552790864439306,1,-0.9975852069138031,0.828206896039032,1,1,1,0,0.7939756982044881,0.5706815961898379,0.26714418800152223,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-1.0018725494547438,0.7112872729738497,-1.2774445836787656,-0.6351950639824246,-0.987266555324074,1,-1.5218398982172896,1,0,1.9553674159429395,-0.9864710166200341,0,-1.2791755273032583,0.828206896039032,1,1,1,0,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
-1.0178559454523468,0.7648202378829302,-1.0331224013585834,1.0049985751815391,-0.7180301322549542,1,-1.3646089430604544,1,0,0.6998949551944215,-0.7129752245188601,1,-1.0391605158196038,0.828206896039032,1,0,1,1,0.30898256355971704,-0.9835761307881314,1.4401470035219222,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
-0.8493436790986668,0.767769625716725,-0.5037576729981889,0.5862257311396761,-0.30442983225937326,1,1.114737247665337,0,0,-0.21174894188530813,-0.2788969753294612,1,-0.533719986944867,0.828206896039032,1,1,1,1,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.8672773523953089,0.8334653395745842,-1.1552834925186746,0.20401242110146783,-0.8868961350817778,1,-0.09577204149911347,1,0,0.9641747745574658,-0.8813958188635567,1,-1.1632159908673942,0.828206896039032,1,0,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.8608079213716137,0.8070381016037546,1.0436161483629645,-0.6468276429835875,0.1630309967424102,1,0.8822721257936723,0,1,-0.5736016632407193,0.15359156714876565,0,1.0609865185450034,0.828206896039032,1,1,1,0,-0.176010571085054,0.5706815961898379,0.26714418800152223,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
-0.8087266803569945,0.7202183938011639,-1.2367242199587352,1.3174164112127704,-0.9002288234095427,1,0.2448950280073625,1,0,3.3283612714190594,-0.9144263916401253,1,-1.2252465743426058,0.828206896039032,1,1,1,1,1.278968832849259,0.5706815961898379,1.4401470035219222,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
-0.8613051626708669,0.757068130671136,0.8400143297628127,1.0000131841810405,1.2000669199847858,1,-0.061113605147338004,0,1,-0.460243980291779,1.2132414864441274,1,0.824695231253292,-0.3712710329765762,0,0,1,1,0.30898256355971704,-0.20644726729914673,1.4401470035219222,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
-0.8727335677330575,0.7740623328203113,-0.7073594915983407,0.32200000811326246,-0.5016167607890484,1,1.113046592233543,0,0,-0.12812926192596252,-0.5134891115266821,1,-0.6938297032140043,0.828206896039032,1,0,1,1,-0.661003705729825,-0.9835761307881314,-0.9058586275188776,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
-0.8647496073138476,0.7932050833663247,-1.0331224013585834,0.3884718881199074,-0.7850909056651358,1,0.015811216999285598,1,0,0.4340386293167387,-0.7703150624204301,1,-1.0518808251991076,0.828206896039032,1,0,1,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8611174245554236,0.7096981072161398,-1.2774445836787656,-1.156999322034587,-0.9941977873355281,1,0.11302390432743631,1,0,1.0553255148583853,-0.9934039042215334,0,-1.2791755277703998,0.828206896039032,1,0,1,0,-1.145996840374596,-0.20644726729914673,-0.9058586275188776,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8739943859660522,0.7130252057797442,-0.9924020376385531,0.6560212051466532,-0.7148735520713938,1,-1.9005467149391289,1,0,0.4148498379011887,-0.7081177873458353,1,-1.0008389940680895,0.828206896039032,1,0,1,1,-0.176010571085054,-0.9835761307881314,0.26714418800152223,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.8633210057759465,0.7392058890165141,-0.7888002190384014,0.4815325201292102,-0.5166491461387304,1,0.6269831555927896,0,0,-0.012604092979884381,-0.5516862311145591,1,-0.7492252582852671,0.828206896039032,1,1,1,1,-0.176010571085054,0.5706815961898379,-0.9058586275188776,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
-0.8552319771706556,0.7118378500867572,-1.2774445836787656,-1.328164413051698,-0.9964714080271831,1,0.38099279026677346,1,0,0.7600888402988024,-0.9956780679889039,0,-1.2791755280524622,0.828206896039032,1,1,1,0,-1.630989975019367,-0.9835761307881314,-0.9058586275188776,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.8381282610958648,0.5404850906053829,-1.0738427650786138,0.8720548151682491,-0.7729943606260379,1,-1.7898087841566268,1,0,0.8288818518466664,-0.7655238630270376,1,-1.0824785538655686,0.828206896039032,1,1,1,1,0.30898256355971704,0.5706815961898379,0.26714418800152223,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
-0.8210192508876655,0.6206209405608732,-1.2774445836787656,0.50313588113137,-0.9721458740252016,1,-0.8506496917951012,1,0,3.918834620538225,-0.9713467236040251,1,-1.279175526921262,0.828206896039032,1,1,1,1,-0.661003705729825,-0.9835761307881314,0.26714418800152223,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.7248928561296429,0.6415475053388529,-0.5444780367182193,1.3905354792200795,-0.15339961116902975,1,-0.537878436913225,0,0,-0.05052214577352845,-0.1122427217749556,1,-0.5816345238415216,0.828206896039032,1,1,1,1,1.278968832849259,1.3478104596788227,1.4401470035219222,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
-0.8354095199707091,0.6769007662007658,-1.2367242199587352,-0.6235624849812617,-0.9701150671938202,1,-1.465202941252193,1,0,1.0964102300883598,-0.9660035427136978,0,-1.2451277092394208,0.828206896039032,1,0,1,0,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.7812057387008025,0.5483975510840646,-1.1552834925186746,0.179085466098976,-0.8889490159004568,1,-1.8371471362468565,1,0,0.9469765216704997,-0.8827205744561998,0,-1.1642378631314763,0.828206896039032,1,1,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.8383762708839431,0.6272403790319728,-1.1552834925186746,-0.4889569279678058,-0.9282407132902275,1,-0.8506496917951012,1,0,0.48606334429981074,-0.9182240243390357,0,-1.1740808231777946,0.828206896039032,1,0,1,0,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.8568234751210909,0.6207469986203922,-1.2774445836787656,-0.31779183695069496,-0.983050423750228,1,-0.6443897291162423,1,0,2.5028451328446906,-0.9822538779834536,0,-1.2791755271490848,0.828206896039032,1,0,1,0,-0.661003705729825,-0.9835761307881314,0.26714418800152223,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.8427414874987607,0.6864737635443905,-1.2774445836787656,0.6593447991469852,-0.9700709192192251,1,-1.6198979132613371,1,0,4.1882739157673585,-0.969271273175551,1,-1.279175526892976,0.828206896039032,1,0,1,1,-0.176010571085054,-0.20644726729914673,0.26714418800152223,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.8605985994815123,0.6610549900497315,-1.2367242199587352,-0.34438058895335305,-0.9570472667136268,1,-1.5590343177167558,1,0,1.4174442839783918,-0.9585849113948962,0,-1.2345316586237518,0.828206896039032,1,0,1,0,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.8450847523930268,0.6482990267031964,-0.8702409464784621,1.0049985751815391,-0.5128303463362415,1,1.3353677815144445,1,0,0.24605217067726307,-0.5451728494507303,1,-0.840125766270209,0.828206896039032,1,1,1,1,0.30898256355971704,-0.20644726729914673,1.4401470035219222,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
-0.8898609037876666,0.8769118059269968,-0.7073594915983407,0.32033821111309646,-0.5331384146500555,1,0.18234077703098725,0,0,-0.12848755886110763,-0.513820300424843,1,-0.7324491536671092,0.828206896039032,1,1,1,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
-0.8949913263003497,0.8861307284269652,-1.2774445836787656,-0.5388108379727895,-0.9859862640608118,1,1.0876867607566343,1,0,2.1216171938502772,-0.9851904195471457,0,-1.2791755272500287,0.828206896039032,1,0,1,0,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.8969513773841363,0.8120479825722206,-1.2367242199587352,0.1873944510998066,-0.9424563611098973,1,1.0876867607566343,1,0,2.0289377199594054,-0.9444541850733695,1,-1.2348256810055587,0.828206896039032,1,1,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.8991675830766303,0.8269131011719875,-1.2774445836787656,-0.8163309370005319,-0.9896726199395152,1,1.206877968698106,1,0,1.6429324884963907,-0.9888776559466693,0,-1.279175527424072,0.828206896039032,1,1,1,0,-0.661003705729825,-0.20644726729914673,0.26714418800152223,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.91669971671638,0.8631473781042978,-1.2367242199587352,-0.6700928009859131,-0.9718589121903324,1,0.40888860489137324,1,0,1.042904554440021,-0.9672399812668315,0,-1.2463848472924792,0.828206896039032,1,0,1,0,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
